id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
564,华山山庄,浦口,145,20452元/平米,2室2厅1厨1卫,高楼层 (共18层),70.9㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,精装,两梯四户,有,70年,2019-10-26,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押
                              ",未上传房本照片
565,威尼斯水城第七街区,浦口,260,22658元/平米,3室2厅1厨2卫,高楼层 (共11层),114.75㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2019-01-06,商品房,2015-11-13,普通住宅,满两年,共有,"
                                有抵押 客户偿还
                              ",已上传房本照片
566,怡景花园,鼓楼,570,75788元/平米,3室1厅1厨1卫,高楼层 (共6层),75.21㎡,平层,68㎡,板楼,南 北,砖混结构,简装,一梯两户,无,70年,2019-03-03,动迁安置房,2008-10-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
567,大华锦绣华城桂美颂,浦口,273,20467元/平米,3室2厅1厨2卫,中楼层 (共11层),133.39㎡,平层,110.6㎡,板楼,南,钢混结构,精装,一梯两户,有,70年,2019-10-08,商品房,2013-01-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
568,殷巷新寓69至92幢,江宁,156,24610元/平米,2室2厅1厨1卫,中楼层 (共6层),63.39㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,无,70年,2019-12-15,动迁安置房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
569,弘阳旭日上城三区,浦口,276,24852元/平米,3室2厅1厨1卫,中楼层 (共25层),111.06㎡,平层,82.17㎡,板塔结合,南,钢混结构,毛坯,两梯三户,有,70年,2019-05-22,商品房,2015-03-19,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
570,白鹭花园凤栖苑,建邺,190,33911元/平米,2室1厅1厨1卫,中楼层 (共7层),56.03㎡,平层,暂无数据,板塔结合,南 北,砖混结构,简装,一梯两户,无,70年,2020-01-10,房改房,2017-11-28,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
571,瑞金路二号四号小区,秦淮,220,37518元/平米,2室1厅1厨1卫,中楼层 (共4层),58.64㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,70年,2019-12-02,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 7万元 大概7万
                              ",未上传房本照片
572,玉带园,秦淮,198,31241元/平米,3室1厅1厨1卫,中楼层 (共7层),63.38㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,无,70年,2019-08-23,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
573,南炼二村,栖霞,98,16226元/平米,2室1厅1厨1卫,低楼层 (共6层),60.4㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,暂无数据,70年,2019-08-15,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
574,兴贤佳园,玄武,110,19643元/平米,2室1厅1厨1卫,低楼层 (共6层),56㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,70年,2019-09-03,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
575,古平岗一号,鼓楼,265,33643元/平米,3室1厅1厨1卫,低楼层 (共7层),78.77㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,2019-11-19,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
576,金地名京,建邺,255,41043元/平米,2室2厅1厨2卫,低楼层 (共17层),62.13㎡,复式,48.96㎡,板楼,东,钢混结构,简装,两梯五十户,有,70年,2018-10-05,商品房,2012-10-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
577,板仓街78号,玄武,235,38626元/平米,2室1厅1厨1卫,低楼层 (共3层),60.84㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯两户,无,70年,2019-12-02,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
578,场门口小区14号,鼓楼,335,71216元/平米,2室1厅1厨1卫,低楼层 (共6层),47.04㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯四户,无,70年,2019-09-16,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
579,五所村小区,鼓楼,133.8,26760元/平米,2室1厅1厨1卫,高楼层 (共7层),50㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,无,70年,2019-12-27,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
580,金轮第一城,江宁,295,25432元/平米,3室2厅1厨2卫,中楼层 (共5层),116㎡,平层,暂无数据,板塔结合,南 西 北,钢混结构,毛坯,一梯两户,无,70年,2018-08-26,商品房,2013-01-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
581,十字街70号,玄武,153,25290元/平米,2室1厅1厨1卫,中楼层 (共6层),60.5㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,50年,2019-10-16,房改房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 68万元
                              ",未上传房本照片
582,八宝前街72号大院,秦淮,165,34176元/平米,2室0厅1厨1卫,低楼层 (共3层),48.28㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯七户,无,70年,2020-01-14,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
583,金川花苑,鼓楼,302,37010元/平米,2室2厅1厨1卫,中楼层 (共12层),81.6㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,70年,2019-12-03,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
584,中和桥12号,秦淮,160,25024元/平米,2室1厅1厨1卫,高楼层 (共6层),63.94㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯两户,无,70年,2019-11-14,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 50万元 业主自还
                              ",未上传房本照片
585,海伦国际,溧水,151,12906元/平米,3室2厅1厨1卫,中楼层 (共33层),117㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,70年,2019-12-12,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 50万元
                              ",未上传房本照片
586,润泰花园,浦口,135,18750元/平米,2室2厅1厨1卫,高楼层 (共26层),72㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯四户,有,70年,2020-01-08,动迁安置房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
587,招商兰溪谷一期,浦口,185,24343元/平米,3室2厅1厨1卫,高楼层 (共18层),76㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯三户,有,70年,2019-04-17,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
588,华庭北园,江宁,168,17685元/平米,3室2厅1厨1卫,高楼层 (共10层),95㎡,平层,74㎡,板楼,南 北,钢混结构,简装,两梯一户,有,70年,2019-01-21,动迁安置房,2019-01-21,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
589,浦口区公安局宿舍,浦口,200,22599元/平米,3室1厅1厨1卫,中楼层 (共7层),88.5㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯四户,有,70年,2020-01-05,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
590,苜蓿园山庄,秦淮,322,33988元/平米,3室2厅1厨1卫,中楼层 (共7层),94.74㎡,平层,83.72㎡,板楼,南 北,钢混结构,精装,一梯两户,无,70年,2019-01-07,商品房,2016-01-22,普通住宅,满两年,共有,"
                                有抵押 120万元
                              ",已上传房本照片
591,紫金墨香苑,玄武,167,25388元/平米,2室1厅1厨1卫,中楼层 (共18层),65.78㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯六户,有,70年,2019-10-17,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 80万元
                              ",未上传房本照片
592,雍福龙庭,江宁,238,27675元/平米,2室1厅1厨1卫,低楼层 (共19层),86㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,70年,2019-12-28,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
593,月苑三村,玄武,154,21922元/平米,3室1厅1厨1卫,高楼层 (共7层),70.25㎡,暂无数据,60.49㎡,板楼,南 西,钢混结构,简装,一梯三户,无,70年,2019-10-15,房改房,2002-01-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
594,三钢生活区,江宁,180,29926元/平米,2室2厅1厨1卫,中楼层 (共6层),60.15㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,70年,2020-01-10,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
595,明发城市广场,浦口,205,24543元/平米,2室1厅1厨1卫,低楼层 (共11层),83.53㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯三户,有,70年,2019-03-02,商品房,2016-11-03,普通住宅,满两年,非共有,"
                                有抵押 90万元 0 客户偿还
                              ",已上传房本照片
596,随园,鼓楼,145,28194元/平米,2室1厅1厨1卫,高楼层 (共7层),51.43㎡,平层,暂无数据,板楼,西,混合结构,简装,一梯两户,有,70年,2019-11-16,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
597,白云亭小区,鼓楼,205,38176元/平米,2室1厅1厨1卫,低楼层 (共6层),53.7㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯三户,无,70年,2019-12-28,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 30万元 客户偿还
                              ",未上传房本照片
598,祥和雅苑,栖霞,124,26106元/平米,1室1厅1厨1卫,低楼层 (共18层),47.5㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯五户,有,70年,2019-11-18,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
599,洲岛家园,建邺,250,28410元/平米,3室1厅1厨1卫,高楼层 (共6层),88㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,五梯两户,有,70年,2019-11-08,动迁安置房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
600,蓝旗新村,秦淮,135,32484元/平米,2室1厅1厨1卫,低楼层 (共3层),41.56㎡,平层,36.81㎡,板楼,南 北,砖混结构,精装,一梯十二户,无,70年,2019-08-14,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
601,新河二村,鼓楼,365,71513元/平米,2室1厅1厨1卫,高楼层 (共6层),51.04㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯三户,无,70年,2020-01-02,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
602,紫薇花园,江宁,188,23708元/平米,2室2厅1厨1卫,高楼层 (共7层),79.3㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,70年,2019-09-29,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
603,南方花园B组团,江宁,129,28148元/平米,2室1厅1厨1卫,高楼层 (共7层),45.83㎡,跃层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,2019-08-24,商品房,2004-05-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
604,翠屏湾花园城,江宁,240,26087元/平米,2室2厅1厨1卫,高楼层 (共18层),92㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,70年,2019-10-25,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 业主自还
                              ",未上传房本照片
605,真园,建邺,212,32762元/平米,2室2厅1厨1卫,中楼层 (共7层),64.71㎡,平层,55.89㎡,板楼,南,混合结构,精装,一梯两户,无,70年,2019-12-16,商品房,2012-10-11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
606,灵顺小区,江宁,80,12500元/平米,2室1厅1厨1卫,低楼层 (共9层),64㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯八户,暂无数据,70年,2020-01-15,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片
607,牛首新城,雨花台,139,21245元/平米,2室1厅1厨1卫,高楼层 (共11层),65.43㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯一户,有,70年,2019-11-30,动迁安置房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
608,国信阅景龙华,浦口,220,22886元/平米,3室2厅1厨1卫,低楼层 (共17层),96.13㎡,平层,80.21㎡,板楼,南 北,钢混结构,毛坯,两梯两户,有,70年,2018-10-30,商品房,2015-01-23,普通住宅,满五年,共有,"
                                有抵押 客户偿还
                              ",已上传房本照片
609,易盛家园,鼓楼,110,20550元/平米,2室1厅1厨1卫,高楼层 (共6层),53.53㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,一梯两户,无,70年,2019-04-20,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
610,璟湖国际,六合,90,9085元/平米,2室2厅1厨1卫,中楼层 (共21层),99.07㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯八户,有,70年,2019-12-30,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押
                              ",未上传房本照片
611,清荷园北园,建邺,186,27878元/平米,2室1厅1厨1卫,中楼层 (共34层),66.72㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯六户,有,70年,2020-01-02,动迁安置房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
612,宋都南郡国际南区,雨花台,179,25943元/平米,2室1厅1厨1卫,低楼层 (共18层),69㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,70年,2019-12-13,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 15万元 公积金 客户偿还
                              ",未上传房本照片
613,汉口路,鼓楼,198,35929元/平米,2室1厅1厨1卫,高楼层 (共9层),55.11㎡,平层,43.68㎡,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2019-07-13,房改房,2019-07-19,普通住宅,未满两年,非共有,"
                                有抵押 80万元
                              ",已上传房本照片
614,摄山星城天佑苑,栖霞,100,13514元/平米,2室1厅1厨1卫,高楼层 (共6层),74㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,2018-08-21,经济适用房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
615,21世纪国际公寓,江宁,273,28969元/平米,3室2厅1厨1卫,高楼层 (共26层),94.24㎡,平层,74.46㎡,塔楼,南 北,钢混结构,毛坯,两梯六户,有,70年,2018-11-21,商品房,2012-12-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
616,月光广场,鼓楼,330,33934元/平米,2室2厅1厨1卫,高楼层 (共32层),97.25㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,三梯八户,有,70年,2019-09-23,房改房,2013-09-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
617,玫瑰花园,浦口,142,21268元/平米,2室1厅1厨1卫,中楼层 (共6层),66.77㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,2019-12-14,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 80万元 客户偿还
                              ",未上传房本照片
618,幸福家园,六合,105,10877元/平米,3室1厅1厨1卫,低楼层 (共15层),96.54㎡,平层,暂无数据,暂无数据,南,未知结构,其他,两梯八户,有,70年,2019-10-17,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片
619,话园,建邺,137,35874元/平米,1室1厅1厨1卫,中楼层 (共6层),38.19㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,有,70年,2019-09-22,房改房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
620,延龄巷,秦淮,368,57223元/平米,3室1厅1厨1卫,低楼层 (共4层),64.31㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,70年,2019-12-05,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
621,银亿东城第十一街区,江宁,215,18074元/平米,3室1厅1厨2卫,中楼层 (共25层),118.96㎡,平层,113㎡,板塔结合,南,钢混结构,简装,两梯四户,有,70年,2019-07-27,商品房,2016-07-01,普通住宅,满两年,非共有,"
                                有抵押 66万元
                              ",已上传房本照片
622,锦华新城,雨花台,115,14936元/平米,2室2厅1厨1卫,低楼层 (共11层),77㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,一梯三户,暂无数据,70年,2019-10-22,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
623,金穗花园,建邺,172,28197元/平米,2室1厅1厨1卫,高楼层 (共34层),61㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,两梯六户,有,70年,2020-01-16,动迁安置房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
624,兴贤佳园修贤苑,玄武,110,25653元/平米,1室1厅1厨1卫,高楼层 (共6层),42.88㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,暂无数据,70年,2019-12-25,经济适用房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
625,金叶花园,雨花台,132,16924元/平米,3室1厅1厨1卫,低楼层 (共6层),78㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯两户,暂无数据,70年,2020-01-15,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
626,工人新村,鼓楼,175,31250元/平米,2室1厅1厨1卫,低楼层 (共6层),56㎡,平层,暂无数据,板楼,东南,钢混结构,简装,一梯三户,无,70年,2019-11-02,房改房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
627,合班家园,栖霞,190,23813元/平米,2室1厅1厨1卫,高楼层 (共6层),79.79㎡,平层,68.61㎡,塔楼,南 北,钢混结构,简装,一梯两户,无,70年,2017-04-22,商品房,2009-08-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
628,百家湖国际花园,江宁,273,26393元/平米,2室2厅1厨1卫,低楼层 (共31层),103.44㎡,平层,83.55㎡,塔楼,东,钢混结构,精装,三梯七户,有,70年,2018-08-22,商品房,2011-06-24,普通住宅,满五年,共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片
629,汇景家园景泰苑,秦淮,145,25466元/平米,2室1厅1厨1卫,高楼层 (共6层),56.94㎡,平层,47.86㎡,板塔结合,南,钢混结构,精装,一梯两户,无,70年,2018-06-10,房改房,2013-01-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
630,保利梧桐语花园,江宁,270,27188元/平米,3室2厅1厨1卫,高楼层 (共18层),99.31㎡,平层,80.5㎡,板楼,南,钢混结构,精装,两梯四户,有,70年,2019-05-26,商品房,2014-10-17,普通住宅,满五年,共有,"
                                有抵押 35万元 交通银行 客户偿还
                              ",已上传房本照片
631,江岸水城,浦口,162,18753元/平米,2室1厅1厨1卫,低楼层 (共11层),86.39㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,有,70年,2019-12-18,商品房,2016-10-26,普通住宅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片
632,银城聚泽园北片,鼓楼,595,65529元/平米,2室1厅1厨1卫,高楼层 (共26层),90.8㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯十二户,有,70年,2019-12-29,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                有抵押 450万元 民生 客户偿还
                              ",未上传房本照片
633,南京恒大绿洲,江宁,258,28658元/平米,2室2厅1厨1卫,低楼层 (共11层),90.03㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,有,70年,2018-10-14,商品房,2012-10-31,普通住宅,满五年,共有,"
                                有抵押 50万元 客户偿还
                              ",已上传房本照片
634,象山和园,鼓楼,160,20256元/平米,3室2厅2厨1卫,中楼层 (共28层),78.99㎡,平层,56.81㎡,板楼,南,钢混结构,简装,两梯四户,有,70年,2019-10-15,经济适用房,2013-04-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
635,红山路173号,玄武,148,33538元/平米,2室1厅1厨1卫,低楼层 (共2层),44.13㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,一梯一户,暂无数据,70年,2019-12-28,房改房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
636,珠江路(玄武),玄武,315,45521元/平米,3室1厅1厨1卫,中楼层 (共7层),69.2㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯两户,无,70年,2019-12-25,房改房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
637,紫竹苑小区,鼓楼,310,30399元/平米,3室2厅1厨1卫,低楼层 (共7层),101.98㎡,平层,暂无数据,板楼,南 北,砖混结构,毛坯,一梯两户,无,70年,2019-04-28,商品房,2000-05-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
638,盐仓巷,溧水,79,10000元/平米,2室2厅1厨1卫,低楼层 (共2层),79㎡,平层,暂无数据,暂无数据,南,未知结构,精装,一梯一户,暂无数据,70年,2019-12-19,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
639,溧水万达广场,溧水,148,14096元/平米,3室2厅1厨1卫,中楼层 (共18层),105㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,暂无数据,70年,2019-11-24,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                有抵押
                              ",未上传房本照片
640,芦席营,鼓楼,219,34729元/平米,2室2厅1厨1卫,低楼层 (共6层),63.06㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,70年,2019-11-17,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
641,枫丹白露水秀花园,秦淮,560,43970元/平米,3室2厅1厨2卫,高楼层 (共11层),127.36㎡,错层,113.15㎡,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2018-11-07,房改房,2015-03-20,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
642,王府园小区,秦淮,218,61652元/平米,1室1厅1厨1卫,中楼层 (共6层),35.36㎡,平层,30.09㎡,板楼,西,砖混结构,简装,一梯四户,无,70年,2019-08-11,房改房,2000-08-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
643,灵顺小区,江宁,100,13796元/平米,2室1厅1厨1卫,中楼层 (共5层),72.49㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯八户,暂无数据,70年,2020-01-12,商品房,2017-12-04,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
644,同心佳园,浦口,168,19137元/平米,2室2厅1厨1卫,高楼层 (共11层),87.79㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,有,70年,2019-12-10,房改房,2015-06-30,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
645,力标赞城,浦口,178,24384元/平米,2室1厅1厨1卫,高楼层 (共11层),73㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,有,70年,2020-01-14,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                有抵押 78 客户偿还
                              ",未上传房本照片
646,台园,建邺,180,34260元/平米,2室1厅1厨1卫,中楼层 (共7层),52.54㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,无,70年,2019-12-13,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
647,春江新城隐龙坊,雨花台,86,19141元/平米,1室1厅1厨1卫,低楼层 (共6层),44.93㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,无,70年,2018-02-27,房改房,2017-06-12,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
648,颐园世家,溧水,46,5169元/平米,2室2厅1厨1卫,低楼层 (共6层),89㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,无,70年,2019-07-06,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
649,盛世花园,鼓楼,160,26667元/平米,2室1厅1厨1卫,中楼层 (共6层),60㎡,平层,暂无数据,板塔结合,南 北,砖混结构,精装,一梯两户,无,70年,2019-11-10,动迁安置房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
650,王府园小区,秦淮,279,53562元/平米,2室1厅1厨1卫,中楼层 (共7层),52.09㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,有,70年,2019-05-08,商品房,2015-02-16,普通住宅,满两年,共有,"
                                有抵押 50万元 交通 客户偿还
                              ",已上传房本照片
651,大厂南钢六村,六合,86,17200元/平米,2室1厅1厨1卫,低楼层 (共5层),50㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2020-01-20,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片
652,屏溪佳苑,溧水,75,7076元/平米,3室1厅1厨1卫,高楼层 (共18层),106㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,有,70年,2020-01-01,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
653,燕歌园4园,栖霞,130,21667元/平米,2室1厅1厨1卫,中楼层 (共32层),60㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯八户,有,70年,2020-01-03,经济适用房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
654,和会街,鼓楼,255,49864元/平米,2室1厅1厨1卫,中楼层 (共8层),51.14㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,70年,2019-08-25,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
655,富民坊,秦淮,115,32858元/平米,1室1厅1厨1卫,低楼层 (共7层),35㎡,暂无数据,暂无数据,板楼,南,砖混结构,简装,一梯六户,无,70年,2019-07-15,房改房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 10万元
                              ",未上传房本照片
656,文化名园,江宁,299,28750元/平米,3室2厅1厨1卫,低楼层 (共18层),104㎡,平层,103.69㎡,板楼,南 北,钢混结构,简装,两梯三户,有,70年,2018-08-20,商品房,2010-12-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
657,摄山星城天佑苑,栖霞,105,16154元/平米,2室1厅1厨1卫,低楼层 (共6层),65㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,有,70年,2019-08-28,经济适用房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
658,中环国际,鼓楼,150,23210元/平米,1室1厅1厨1卫,高楼层 (共50层),64.63㎡,平层,暂无数据,板塔结合,西南,钢混结构,简装,两梯三十户,有,70年,2019-11-19,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 85万元
                              ",未上传房本照片
